"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02148V02965","Type of Animal","C02196V04140","Region","UNIT","VALUE"
"AAA09","Number of Livestock in June","2020","2020","08","Total farmed deer","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","08","Total farmed deer","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","08","Total farmed deer","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","08","Total farmed deer","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2021","2021","01","Total cattle","-","State","000 Head","7358.9"
"AAA09","Number of Livestock in June","2021","2021","01","Total cattle","IE04","Northern and Western","000 Head","1767.4"
"AAA09","Number of Livestock in June","2021","2021","01","Total cattle","IE041","Border","000 Head","814.9"
"AAA09","Number of Livestock in June","2021","2021","01","Total cattle","IE042","West","000 Head","952.4"
"AAA09","Number of Livestock in June","2021","2021","01","Total cattle","IE05","Southern","000 Head","3996.8"
"AAA09","Number of Livestock in June","2021","2021","01","Total cattle","IE051","Mid-West","000 Head","1472.4"
"AAA09","Number of Livestock in June","2021","2021","01","Total cattle","IE052","South-East","000 Head","1059.5"
"AAA09","Number of Livestock in June","2021","2021","01","Total cattle","IE053","South-West","000 Head","1464.9"
"AAA09","Number of Livestock in June","2021","2021","01","Total cattle","IE06","Eastern and Midland","000 Head","1594.7"
"AAA09","Number of Livestock in June","2021","2021","01","Total cattle","IE06106","Dublin and Mid-East","000 Head","719.2"
"AAA09","Number of Livestock in June","2021","2021","01","Total cattle","IE063","Midland","000 Head","875.5"
"AAA09","Number of Livestock in June","2021","2021","0111","Cows","-","State","000 Head","2544.8"
"AAA09","Number of Livestock in June","2021","2021","0111","Cows","IE04","Northern and Western","000 Head","562.6"
"AAA09","Number of Livestock in June","2021","2021","0111","Cows","IE041","Border","000 Head","273.8"
"AAA09","Number of Livestock in June","2021","2021","0111","Cows","IE042","West","000 Head","288.7"
"AAA09","Number of Livestock in June","2021","2021","0111","Cows","IE05","Southern","000 Head","1506.7"
"AAA09","Number of Livestock in June","2021","2021","0111","Cows","IE051","Mid-West","000 Head","502.2"
"AAA09","Number of Livestock in June","2021","2021","0111","Cows","IE052","South-East","000 Head","389.6"
"AAA09","Number of Livestock in June","2021","2021","0111","Cows","IE053","South-West","000 Head","614.8"
"AAA09","Number of Livestock in June","2021","2021","0111","Cows","IE06","Eastern and Midland","000 Head","475.6"
"AAA09","Number of Livestock in June","2021","2021","0111","Cows","IE06106","Dublin and Mid-East","000 Head","223"
"AAA09","Number of Livestock in June","2021","2021","0111","Cows","IE063","Midland","000 Head","252.6"
"AAA09","Number of Livestock in June","2021","2021","01111","Dairy cows","-","State","000 Head","1604.5"
"AAA09","Number of Livestock in June","2021","2021","01111","Dairy cows","IE04","Northern and Western","000 Head","181.3"
"AAA09","Number of Livestock in June","2021","2021","01111","Dairy cows","IE041","Border","000 Head","111.8"
"AAA09","Number of Livestock in June","2021","2021","01111","Dairy cows","IE042","West","000 Head","69.6"
"AAA09","Number of Livestock in June","2021","2021","01111","Dairy cows","IE05","Southern","000 Head","1149.5"
"AAA09","Number of Livestock in June","2021","2021","01111","Dairy cows","IE051","Mid-West","000 Head","347.1"
"AAA09","Number of Livestock in June","2021","2021","01111","Dairy cows","IE052","South-East","000 Head","301.8"
"AAA09","Number of Livestock in June","2021","2021","01111","Dairy cows","IE053","South-West","000 Head","500.5"
"AAA09","Number of Livestock in June","2021","2021","01111","Dairy cows","IE06","Eastern and Midland","000 Head","273.7"
"AAA09","Number of Livestock in June","2021","2021","01111","Dairy cows","IE06106","Dublin and Mid-East","000 Head","139"
"AAA09","Number of Livestock in June","2021","2021","01111","Dairy cows","IE063","Midland","000 Head","134.7"
"AAA09","Number of Livestock in June","2021","2021","01112","Other cows","-","State","000 Head","940.3"
"AAA09","Number of Livestock in June","2021","2021","01112","Other cows","IE04","Northern and Western","000 Head","381.2"
"AAA09","Number of Livestock in June","2021","2021","01112","Other cows","IE041","Border","000 Head","162.1"
"AAA09","Number of Livestock in June","2021","2021","01112","Other cows","IE042","West","000 Head","219.2"
"AAA09","Number of Livestock in June","2021","2021","01112","Other cows","IE05","Southern","000 Head","357.2"
"AAA09","Number of Livestock in June","2021","2021","01112","Other cows","IE051","Mid-West","000 Head","155.1"
"AAA09","Number of Livestock in June","2021","2021","01112","Other cows","IE052","South-East","000 Head","87.8"
"AAA09","Number of Livestock in June","2021","2021","01112","Other cows","IE053","South-West","000 Head","114.3"
"AAA09","Number of Livestock in June","2021","2021","01112","Other cows","IE06","Eastern and Midland","000 Head","201.9"
"AAA09","Number of Livestock in June","2021","2021","01112","Other cows","IE06106","Dublin and Mid-East","000 Head","84"
"AAA09","Number of Livestock in June","2021","2021","01112","Other cows","IE063","Midland","000 Head","117.8"
"AAA09","Number of Livestock in June","2021","2021","0113","Bulls","-","State","000 Head","50.4"
"AAA09","Number of Livestock in June","2021","2021","0113","Bulls","IE04","Northern and Western","000 Head","16.1"
"AAA09","Number of Livestock in June","2021","2021","0113","Bulls","IE041","Border","000 Head","7.4"
"AAA09","Number of Livestock in June","2021","2021","0113","Bulls","IE042","West","000 Head","8.7"
"AAA09","Number of Livestock in June","2021","2021","0113","Bulls","IE05","Southern","000 Head","24.9"
"AAA09","Number of Livestock in June","2021","2021","0113","Bulls","IE051","Mid-West","000 Head","9.5"
"AAA09","Number of Livestock in June","2021","2021","0113","Bulls","IE052","South-East","000 Head","6"
"AAA09","Number of Livestock in June","2021","2021","0113","Bulls","IE053","South-West","000 Head","9.5"
"AAA09","Number of Livestock in June","2021","2021","0113","Bulls","IE06","Eastern and Midland","000 Head","9.4"
"AAA09","Number of Livestock in June","2021","2021","0113","Bulls","IE06106","Dublin and Mid-East","000 Head","3.8"
"AAA09","Number of Livestock in June","2021","2021","0113","Bulls","IE063","Midland","000 Head","5.6"
"AAA09","Number of Livestock in June","2021","2021","0133","Cattle: 2 years and over","-","State","000 Head","718.1"
"AAA09","Number of Livestock in June","2021","2021","0133","Cattle: 2 years and over","IE04","Northern and Western","000 Head","191.6"
"AAA09","Number of Livestock in June","2021","2021","0133","Cattle: 2 years and over","IE041","Border","000 Head","75.2"
"AAA09","Number of Livestock in June","2021","2021","0133","Cattle: 2 years and over","IE042","West","000 Head","116.4"
"AAA09","Number of Livestock in June","2021","2021","0133","Cattle: 2 years and over","IE05","Southern","000 Head","321.2"
"AAA09","Number of Livestock in June","2021","2021","0133","Cattle: 2 years and over","IE051","Mid-West","000 Head","145.5"
"AAA09","Number of Livestock in June","2021","2021","0133","Cattle: 2 years and over","IE052","South-East","000 Head","80.7"
"AAA09","Number of Livestock in June","2021","2021","0133","Cattle: 2 years and over","IE053","South-West","000 Head","95"
"AAA09","Number of Livestock in June","2021","2021","0133","Cattle: 2 years and over","IE06","Eastern and Midland","000 Head","205.4"
"AAA09","Number of Livestock in June","2021","2021","0133","Cattle: 2 years and over","IE06106","Dublin and Mid-East","000 Head","100.7"
"AAA09","Number of Livestock in June","2021","2021","0133","Cattle: 2 years and over","IE063","Midland","000 Head","104.6"
"AAA09","Number of Livestock in June","2021","2021","01331","Cattle male: 2 years and over","-","State","000 Head","363.6"
"AAA09","Number of Livestock in June","2021","2021","01331","Cattle male: 2 years and over","IE04","Northern and Western","000 Head","79"
"AAA09","Number of Livestock in June","2021","2021","01331","Cattle male: 2 years and over","IE041","Border","000 Head","27.4"
"AAA09","Number of Livestock in June","2021","2021","01331","Cattle male: 2 years and over","IE042","West","000 Head","51.6"
"AAA09","Number of Livestock in June","2021","2021","01331","Cattle male: 2 years and over","IE05","Southern","000 Head","179.8"
"AAA09","Number of Livestock in June","2021","2021","01331","Cattle male: 2 years and over","IE051","Mid-West","000 Head","85.4"
"AAA09","Number of Livestock in June","2021","2021","01331","Cattle male: 2 years and over","IE052","South-East","000 Head","45.1"
"AAA09","Number of Livestock in June","2021","2021","01331","Cattle male: 2 years and over","IE053","South-West","000 Head","49.3"
"AAA09","Number of Livestock in June","2021","2021","01331","Cattle male: 2 years and over","IE06","Eastern and Midland","000 Head","104.9"
"AAA09","Number of Livestock in June","2021","2021","01331","Cattle male: 2 years and over","IE06106","Dublin and Mid-East","000 Head","52.4"
"AAA09","Number of Livestock in June","2021","2021","01331","Cattle male: 2 years and over","IE063","Midland","000 Head","52.5"
"AAA09","Number of Livestock in June","2021","2021","01332","Cattle female: 2 years and over","-","State","000 Head","354.6"
"AAA09","Number of Livestock in June","2021","2021","01332","Cattle female: 2 years and over","IE04","Northern and Western","000 Head","112.6"
"AAA09","Number of Livestock in June","2021","2021","01332","Cattle female: 2 years and over","IE041","Border","000 Head","47.8"
"AAA09","Number of Livestock in June","2021","2021","01332","Cattle female: 2 years and over","IE042","West","000 Head","64.8"
"AAA09","Number of Livestock in June","2021","2021","01332","Cattle female: 2 years and over","IE05","Southern","000 Head","141.4"
"AAA09","Number of Livestock in June","2021","2021","01332","Cattle female: 2 years and over","IE051","Mid-West","000 Head","60.1"
"AAA09","Number of Livestock in June","2021","2021","01332","Cattle female: 2 years and over","IE052","South-East","000 Head","35.6"
"AAA09","Number of Livestock in June","2021","2021","01332","Cattle female: 2 years and over","IE053","South-West","000 Head","45.7"
"AAA09","Number of Livestock in June","2021","2021","01332","Cattle female: 2 years and over","IE06","Eastern and Midland","000 Head","100.5"
"AAA09","Number of Livestock in June","2021","2021","01332","Cattle female: 2 years and over","IE06106","Dublin and Mid-East","000 Head","48.3"
"AAA09","Number of Livestock in June","2021","2021","01332","Cattle female: 2 years and over","IE063","Midland","000 Head","52.2"
"AAA09","Number of Livestock in June","2021","2021","0134","Cattle: 1-2 years","-","State","000 Head","1899.6"
"AAA09","Number of Livestock in June","2021","2021","0134","Cattle: 1-2 years","IE04","Northern and Western","000 Head","463"
"AAA09","Number of Livestock in June","2021","2021","0134","Cattle: 1-2 years","IE041","Border","000 Head","209.4"
"AAA09","Number of Livestock in June","2021","2021","0134","Cattle: 1-2 years","IE042","West","000 Head","253.7"
"AAA09","Number of Livestock in June","2021","2021","0134","Cattle: 1-2 years","IE05","Southern","000 Head","978.7"
"AAA09","Number of Livestock in June","2021","2021","0134","Cattle: 1-2 years","IE051","Mid-West","000 Head","377.3"
"AAA09","Number of Livestock in June","2021","2021","0134","Cattle: 1-2 years","IE052","South-East","000 Head","278.3"
"AAA09","Number of Livestock in June","2021","2021","0134","Cattle: 1-2 years","IE053","South-West","000 Head","323.1"
"AAA09","Number of Livestock in June","2021","2021","0134","Cattle: 1-2 years","IE06","Eastern and Midland","000 Head","457.8"
"AAA09","Number of Livestock in June","2021","2021","0134","Cattle: 1-2 years","IE06106","Dublin and Mid-East","000 Head","200.3"
"AAA09","Number of Livestock in June","2021","2021","0134","Cattle: 1-2 years","IE063","Midland","000 Head","257.6"
"AAA09","Number of Livestock in June","2021","2021","01341","Cattle male: 1-2 years","-","State","000 Head","864.3"
"AAA09","Number of Livestock in June","2021","2021","01341","Cattle male: 1-2 years","IE04","Northern and Western","000 Head","209"
"AAA09","Number of Livestock in June","2021","2021","01341","Cattle male: 1-2 years","IE041","Border","000 Head","92.8"
"AAA09","Number of Livestock in June","2021","2021","01341","Cattle male: 1-2 years","IE042","West","000 Head","116.2"
"AAA09","Number of Livestock in June","2021","2021","01341","Cattle male: 1-2 years","IE05","Southern","000 Head","443.5"
"AAA09","Number of Livestock in June","2021","2021","01341","Cattle male: 1-2 years","IE051","Mid-West","000 Head","182.3"
"AAA09","Number of Livestock in June","2021","2021","01341","Cattle male: 1-2 years","IE052","South-East","000 Head","128.5"
"AAA09","Number of Livestock in June","2021","2021","01341","Cattle male: 1-2 years","IE053","South-West","000 Head","132.7"
